customer_id,customer_name,customer_address,country,city,birthdate,marital_status,yearly_income,total_children,gender,education,acct_open_date,member_card,occupation,homeowner
8210,Carmella Tolle,8849 Almond St.,USA,Richmond,5/14/1943,S,$90K - $110K,3,M,High School Degree,10/12/1992,Bronze,Professional,Y
8211,Sharona Svensson,2309 Mt. Olivet Ct.,USA,Portland,12/11/1977,S,$10K - $30K,1,F,Partial High School,9/9/1992,Bronze,Skilled Manual,N
8212,Derek Armstrong,6713 Eaker Way,Canada,Burnaby,3/27/1919,S,$30K - $50K,2,F,High School Degree,4/17/1992,Bronze,Manual,N
8213,Rebecca Church,3082 Cowell Rd.,USA,Novato,3/4/1929,M,$10K - $30K,1,M,Partial High School,4/14/1992,Normal,Skilled Manual,Y
8214,Troilus Sims,7741 Morgan Ave.,USA,Beverly Hills,9/3/1939,M,$30K - $50K,1,M,Partial High School,2/20/1994,Bronze,Skilled Manual,Y
8215,Theresa Bazzell,4364 Chelsea,USA,Oregon City,3/5/1952,M,$10K - $30K,4,M,Partial High School,3/25/1991,Normal,Skilled Manual,N
8216,Jean Wright,9277 Claycord Ave.,USA,Berkeley,9/7/1978,M,$30K - $50K,3,M,High School Degree,11/5/1994,Bronze,Manual,Y
8217,Frederick Caldara,8809 Killdeer Court,USA,Ballard,11/10/1961,S,$50K - $70K,1,M,Bachelors Degree,5/3/1994,Bronze,Management,N
8218,Marguerite Hunt,3977 Strasbourg Lane,USA,Walla Walla,2/22/1965,S,$70K - $90K,3,F,Bachelors Degree,4/6/1991,Bronze,Professional,N
8219,Sidney Naccarato,3763 Anderson Way,Canada,Victoria,4/2/1956,M,$50K - $70K,3,M,Bachelors Degree,2/7/1992,Bronze,Professional,Y
8220,D. Teddie Brown,1841 Blackwood Drive,USA,Coronado,6/22/1920,S,$30K - $50K,2,F,High School Degree,1/14/1994,Normal,Manual,N
8221,Glenn Aguilar,1881 Pinehurst Court,Canada,N. Vancouver,10/24/1947,M,$10K - $30K,3,M,Partial High School,1/14/1990,Normal,Manual,Y
8222,Andrew Thompson,2869 Highland Dr.,USA,Kirkland,10/6/1955,M,$10K - $30K,1,F,Partial High School,8/7/1993,Silver,Manual,Y
8223,Kassandra Fehrle,1754 D Mt. Hood Circle,USA,San Carlos,10/17/1926,M,$10K - $30K,0,F,Partial High School,5/5/1991,Normal,Skilled Manual,N
8224,Katharine Bond,339 Norcross Lane,USA,San Gabriel,3/2/1958,M,$50K - $70K,3,F,Bachelors Degree,9/22/1992,Bronze,Management,N
8225,Erin Potter,3543 Lori Dr.,Canada,Metchosin,9/3/1958,M,$10K - $30K,3,F,Partial High School,11/14/1992,Normal,Skilled Manual,Y
8226,Louise Bennett,5039 East 23rd St.,USA,Lynnwood,10/19/1913,S,$50K - $70K,4,M,Bachelors Degree,5/26/1991,Bronze,Professional,Y
8227,Sherman Banks,1153 Southhampton Road,Canada,Richmond,5/24/1921,M,$30K - $50K,2,F,High School Degree,3/7/1992,Bronze,Skilled Manual,N
8228,Inez Martinez,2903 Marsh Dr.,Mexico,Orizaba,7/22/1977,S,$50K - $70K,1,F,Partial High School,6/12/1994,Normal,Skilled Manual,N
8229,Dwayne Pote,9270 Lakewood Court,USA,Marysville,4/22/1949,S,$30K - $50K,0,M,High School Degree,6/16/1992,Bronze,Skilled Manual,N
8230,Ronald Ward,3930 Sony Hill Circle,USA,San Diego,3/8/1979,S,$50K - $70K,1,M,Bachelors Degree,6/23/1992,Silver,Professional,N
8231,Kristen Hemmings,553 Isabel Dr.,Mexico,Acapulco,7/18/1966,M,$10K - $30K,4,F,Partial High School,3/24/1991,Normal,Skilled Manual,N
8232,Sylvia Menina,5466 Kaitlin Pl.,Canada,Metchosin,11/7/1951,M,$10K - $30K,1,M,Partial High School,7/2/1992,Normal,Skilled Manual,Y
8233,Sylvia Valdez,4998 Prestwick Ave.,Canada,Langford,4/4/1960,M,$10K - $30K,1,M,Partial High School,9/25/1994,Normal,Manual,N
8234,Irma Johnson,2822 Bluejay Dr.,USA,La Jolla,5/25/1938,S,$30K - $50K,3,F,High School Degree,7/9/1993,Bronze,Skilled Manual,Y
8235,Albert Hubert,2608 Elm Rd.,USA,Walla Walla,4/2/1962,S,$30K - $50K,1,F,High School Degree,2/7/1992,Bronze,Skilled Manual,N
8236,Mayme Carmickle,8029 Golden Meadow Dr.,Canada,Richmond,3/19/1957,M,$30K - $50K,0,M,High School Degree,11/5/1993,Golden,Skilled Manual,Y
8237,Jacob Miller,726 W. Buchanan Rd.,Mexico,Santa Anita,3/18/1946,S,$10K - $30K,4,F,Partial High School,5/19/1991,Normal,Manual,Y
8238,Barbara Wagner,9057 Palms Dr.,USA,Renton,2/8/1928,S,$70K - $90K,1,F,Graduate Degree,11/7/1993,Bronze,Professional,N
8239,Freda Brown,2008 Thors Bay Road,Mexico,Merida,7/6/1919,S,$50K - $70K,0,M,High School Degree,5/2/1993,Bronze,Skilled Manual,Y
8240,Terri Lubbers,3249 E Leland,USA,Woodland Hills,11/25/1925,S,$50K - $70K,0,M,Bachelors Degree,5/16/1991,Silver,Professional,N
8241,Jean Everett,6453 Castle Hill Road,USA,Puyallup,5/8/1969,M,$10K - $30K,4,F,Partial High School,4/5/1994,Normal,Skilled Manual,Y
8242,James Adams,7948 Walnut Blvd,USA,Olympia,3/22/1956,M,$30K - $50K,4,M,High School Degree,6/15/1994,Golden,Manual,Y
8243,Katerina Oneill,1407 Leslie Ave.,USA,Lebanon,5/24/1926,S,$50K - $70K,4,F,Bachelors Degree,12/17/1990,Bronze,Professional,N
8244,Wanda Baharian,5812 Cincerto Circle,USA,Richmond,4/19/1944,M,$50K - $70K,3,F,Bachelors Degree,3/4/1991,Bronze,Professional,N
8245,Dolores Martin,2181 Brownstone Rd.,Mexico,Acapulco,8/17/1948,S,$10K - $30K,0,M,Partial High School,10/9/1993,Normal,Manual,Y
8246,Todd Mendell,4184 Lee Lane,USA,La Jolla,7/11/1952,S,$30K - $50K,1,F,High School Degree,9/23/1992,Bronze,Manual,Y
8247,Elizabeth Carter,3463 Bel Air Dr.,USA,Glendale,4/7/1959,S,$50K - $70K,3,M,Partial High School,3/22/1993,Bronze,Manual,N
8248,Richard Owens,8375 Springwood Way,USA,Arcadia,8/4/1918,S,$10K - $30K,3,M,Partial High School,4/24/1991,Normal,Manual,Y
8249,Joseph Allen,5252 Grand View Ave.,USA,Richmond,3/28/1965,M,$10K - $30K,3,M,Partial High School,5/28/1992,Normal,Manual,Y
8250,Jill Haseman,3076 Salvio St.,USA,Burien,11/19/1975,S,$10K - $30K,3,F,Partial High School,11/9/1993,Silver,Skilled Manual,Y
8251,William Poh,2862 Pinehurst Court,USA,Issaquah,7/20/1961,M,$90K - $110K,5,M,High School Degree,3/4/1990,Golden,Professional,Y
8252,Maybelle Stonesifer,2303 Rosebrook Ct.,USA,Salem,5/18/1930,S,$30K - $50K,3,M,Partial College,9/16/1992,Bronze,Professional,N
8253,Jeffrey Hutchinson,2344 Ridgeview Dr.,USA,Chula Vista,1/15/1951,M,$30K - $50K,1,M,High School Degree,1/12/1992,Normal,Skilled Manual,Y
8254,Nina Hall,3331 Keywood Ct.,USA,Puyallup,8/2/1965,M,$70K - $90K,1,M,Bachelors Degree,4/27/1990,Bronze,Professional,Y
8255,Marc Trager,3625 Pinehurst Court,USA,Beaverton,2/8/1930,S,$30K - $50K,1,M,High School Degree,11/27/1993,Bronze,Skilled Manual,N
8256,Linda Wall,4866 Sequoia Woods Pl.,Canada,Metchosin,2/25/1968,S,$90K - $110K,1,F,Graduate Degree,8/11/1993,Bronze,Professional,Y
8257,Timothy Genova,P.O. Box 8070,USA,La Jolla,3/5/1974,S,$10K - $30K,3,M,Partial High School,6/8/1994,Normal,Manual,Y
8258,Kathy Pereira,9566 River Ash Court,USA,Colma,12/26/1935,M,$30K - $50K,2,M,High School Degree,4/15/1992,Bronze,Skilled Manual,Y
8259,Debra Smith,5680 Edward Ave.,USA,Redmond,11/26/1937,M,$10K - $30K,0,F,Partial High School,7/15/1990,Bronze,Manual,Y
8260,Elizabeth Von Waldegg Ii,7430 Ravenwood,USA,Pomona,6/18/1917,S,$30K - $50K,3,M,High School Degree,5/25/1993,Bronze,Manual,N
8261,Gertrude Andal,3798 Vine Hill Way,USA,San Jose,6/13/1953,S,$90K - $110K,4,F,Graduate Degree,11/14/1992,Silver,Professional,Y
8262,Frederick Stanley,8457 East 63rd Street,USA,San Carlos,2/5/1919,S,$10K - $30K,4,M,Partial High School,4/15/1992,Normal,Manual,Y
8263,Bobby Waksdale,5080 Terra Granada,USA,Milwaukie,10/9/1970,S,$10K - $30K,4,M,Partial High School,8/22/1991,Normal,Skilled Manual,N
8264,Doris Martin,9993 Oak Grove Rd.,USA,La Jolla,10/3/1961,S,$50K - $70K,3,M,Partial High School,9/5/1992,Bronze,Skilled Manual,Y
8265,Barbara Barton,9525 Canyon Way,USA,Grossmont,4/8/1912,S,$70K - $90K,2,F,Bachelors Degree,4/22/1994,Bronze,Professional,N
8266,Aurelia Flynn,4693 Mills Dr.,USA,Lakewood,9/23/1954,S,$10K - $30K,0,F,Partial High School,9/12/1993,Normal,Manual,N
8267,Leslie Urias,4480 Las Trampas Road,USA,Los Angeles,1/22/1972,S,$30K - $50K,1,M,High School Degree,8/4/1992,Bronze,Manual,Y
8268,Louise Lindsey,2557 Meadowbrook Dr.,Canada,Vancouver,6/3/1965,M,$70K - $90K,3,M,Graduate Degree,11/14/1992,Silver,Management,Y
8269,Zelda Stahl,5253 Harris Court,USA,Salem,2/8/1960,S,$30K - $50K,4,F,High School Degree,11/6/1994,Bronze,Skilled Manual,N
8270,Donnyale This,3585 St. Paul Circle,USA,Newport Beach,5/20/1936,S,$10K - $30K,1,F,Partial High School,5/22/1993,Normal,Manual,N
8271,Edith Spurs,6535 Gilardy Dr.,USA,Lemon Grove,6/23/1933,M,$30K - $50K,2,M,High School Degree,6/23/1993,Bronze,Manual,Y
8272,Reva Cornell,5120 La Canada,USA,Long Beach,3/10/1933,M,$110K - $130K,1,F,High School Degree,10/4/1991,Bronze,Management,Y
8273,Brian Abbott,8325 Glenhaven Ave. S.,Canada,Sooke,12/14/1971,M,$10K - $30K,2,F,Partial High School,5/26/1994,Normal,Skilled Manual,Y
8274,Betty Bressler,9820 Hawes St.,USA,Albany,6/6/1964,S,$70K - $90K,4,F,Partial High School,2/14/1990,Bronze,Management,N
8275,Richard Callahan,5934 Warmcastle Ct.,USA,Spokane,4/14/1940,M,$50K - $70K,3,F,Bachelors Degree,1/11/1991,Bronze,Management,N
8276,Kevin Zubal,7684 Grove Way,USA,Issaquah,7/3/1952,S,$10K - $30K,4,M,Partial High School,8/18/1991,Normal,Skilled Manual,N
8277,Curtis Myers,4052 Mt. Wilson Way,USA,Bellingham,6/6/1962,M,$10K - $30K,3,M,Partial High School,8/15/1990,Normal,Manual,Y
8278,Steven Cochran,8711 Pepper Dr.,Mexico,Guadalajara,10/22/1960,M,$10K - $30K,4,F,Partial College,11/24/1993,Normal,Professional,N
8279,Margaret Lowery,5334 McNeil Pl.,Mexico,Hidalgo,3/24/1973,S,$70K - $90K,3,F,Graduate Degree,9/20/1992,Bronze,Professional,Y
8280,Randy Puchalla,2904 El Pueblo Pl.,Canada,Sooke,11/15/1926,M,$10K - $30K,2,F,Partial High School,9/11/1991,Normal,Manual,Y
8281,Duane Tooker,9779 Shuey Ave.,USA,Olympia,2/18/1979,M,$10K - $30K,3,F,Partial High School,3/10/1991,Normal,Skilled Manual,N
8282,Linda Martinez,1506 Newton Way,USA,Daly City,3/3/1913,M,$10K - $30K,2,F,Bachelors Degree,1/13/1992,Normal,Professional,Y
8283,Robert Bartley,1292 Marsh Elder,USA,Olympia,6/9/1975,M,$130K - $150K,1,M,High School Degree,11/14/1994,Bronze,Management,Y
8284,Timothy Jacobson,9369 Mt. Tamalpais Pl.,USA,Walla Walla,7/3/1938,S,$50K - $70K,1,F,Partial High School,10/20/1991,Bronze,Skilled Manual,Y
8285,Patrick Novelli,9409 Cedar Point Loop,Mexico,San Andres,3/18/1947,S,$30K - $50K,2,F,Bachelors Degree,10/21/1992,Silver,Professional,N
8286,Nancy Felise,7741 Thunderbird Dr.,USA,Novato,6/11/1967,M,$70K - $90K,4,F,Graduate Degree,6/1/1991,Bronze,Management,N
8287,Brian Jones,692 Brook Way,Mexico,Orizaba,3/11/1926,M,$30K - $50K,5,M,High School Degree,4/26/1993,Golden,Skilled Manual,Y
8288,Bonnie Abbott,1933 Lorie Lane,USA,West Covina,8/23/1959,S,$50K - $70K,3,F,Bachelors Degree,9/12/1994,Bronze,Professional,Y
8289,Matthew Castro,5137 Heritage Oaks,USA,Tacoma,5/8/1970,S,$10K - $30K,4,M,Partial High School,4/15/1991,Normal,Skilled Manual,Y
8290,Robert Toomey,6632 Johnson Road,USA,Edmonds,6/24/1925,S,$30K - $50K,1,M,High School Degree,9/27/1993,Bronze,Skilled Manual,N
8291,Roland Adrian,91 Yukon St.,USA,Corvallis,10/19/1921,M,$30K - $50K,2,F,Partial High School,4/21/1991,Bronze,Skilled Manual,Y
8292,Biju Jones,4496 Hurlstone Ct.,USA,Colma,11/16/1977,S,$70K - $90K,2,F,Bachelors Degree,7/26/1994,Silver,Professional,Y
8293,Raymond Rodriguez,865 Oak Rd.,Canada,Richmond,8/16/1949,M,$10K - $30K,4,F,Partial High School,4/20/1991,Normal,Skilled Manual,Y
8294,M. Robin Morgan,2868 Relief Valley Ct.,Mexico,La Cruz,7/2/1979,S,$30K - $50K,1,F,High School Degree,7/10/1992,Bronze,Skilled Manual,Y
8295,Vincent Shane,2146 Mt. Etna,USA,Altadena,11/12/1966,S,$50K - $70K,3,F,Partial High School,12/1/1990,Bronze,Manual,Y
8296,Nancy LaPorte,7059 Garrow Dr.,USA,Beverly Hills,4/28/1951,M,$10K - $30K,5,M,Partial High School,8/17/1992,Normal,Manual,Y
8297,Greta Trujillo,6592 Sun Hill Lane,USA,Daly City,3/28/1966,M,$30K - $50K,1,M,High School Degree,7/1/1993,Bronze,Manual,Y
8298,Cindy Lunt,1760 Dubne Court,USA,Corvallis,4/21/1944,S,$70K - $90K,2,M,Graduate Degree,5/12/1992,Bronze,Professional,Y
8299,William Allec,1546 Cinnabar St.,USA,Grossmont,3/25/1968,S,$70K - $90K,4,M,Bachelors Degree,12/11/1992,Bronze,Professional,N
8300,Jennifer Devlin,9623 Dennis Circle,USA,Redmond,3/12/1967,S,$50K - $70K,3,F,Bachelors Degree,7/14/1991,Bronze,Professional,Y
8301,Shany Starr,9663 Soto Street,USA,Coronado,3/11/1956,M,$50K - $70K,4,F,Bachelors Degree,3/12/1993,Golden,Professional,Y
8302,Mary Jo Fitzgerald,651 Melody Dr.,USA,Marysville,3/2/1938,S,$90K - $110K,4,F,Bachelors Degree,10/1/1991,Bronze,Professional,Y
8303,Steve Clark,946 Santa Barbara Rd.,USA,Kirkland,11/10/1941,S,$130K - $150K,3,M,Graduate Degree,4/23/1991,Bronze,Professional,Y
8304,James Hanten,2187 Castle Rock,USA,Albany,11/19/1936,M,$30K - $50K,5,F,Partial College,4/10/1993,Golden,Professional,Y
8305,Robert Stovall,5391 Ashford Court,USA,Spring Valley,5/1/1979,M,$30K - $50K,3,F,Partial College,3/26/1992,Golden,Management,Y
8306,Miranda Zimmerman,6886 Berry Dr.,USA,Spring Valley,3/15/1966,S,$10K - $30K,3,F,Partial High School,4/9/1992,Normal,Skilled Manual,Y
8307,Veda Collins,3001 Hanson Lane,USA,Burlingame,6/17/1936,S,$30K - $50K,1,M,High School Degree,5/19/1993,Bronze,Manual,N
8308,Domenic Carlson,4750 Bay View Dr.,USA,Olympia,4/12/1954,S,$10K - $30K,0,F,Partial High School,4/21/1993,Normal,Skilled Manual,Y
8309,Michelle Bach,1119 Elderwood Dr.,USA,Lake Oswego,8/10/1958,S,$30K - $50K,1,F,High School Degree,11/23/1993,Bronze,Manual,Y
8310,Allen Berick,5778 Hames Dr.,USA,Woodburn,7/4/1962,M,$30K - $50K,1,F,High School Degree,10/10/1992,Bronze,Manual,Y
8311,Vanessa Thompson,6925 Post Road,USA,Yakima,8/11/1911,S,$90K - $110K,2,M,Graduate Degree,12/25/1992,Bronze,Professional,Y
8312,Sherry Wilkerson,1839 Kelly,USA,Downey,8/24/1928,M,$30K - $50K,3,F,Partial High School,5/11/1991,Bronze,Manual,Y
8313,Barbara Arbeck,1372 Quartermaster,USA,Palo Alto,6/5/1918,M,$30K - $50K,3,M,Partial College,3/4/1991,Normal,Skilled Manual,Y
8314,Tiffany Sobczak,6539 Hames Court,USA,Everett,12/12/1915,S,$50K - $70K,2,M,Bachelors Degree,12/23/1993,Bronze,Management,Y
8315,Barbara Canonica,6325 Entrada Circle,Mexico,Acapulco,10/24/1913,S,$50K - $70K,0,M,Bachelors Degree,4/19/1994,Bronze,Professional,Y
8316,Anthony Batten,4402 Grant St.,Mexico,Tlaxiaco,5/11/1940,M,$70K - $90K,3,M,Bachelors Degree,9/7/1994,Bronze,Management,Y
8317,Carole Weiss,7098 Walnut Blvd.,USA,Long Beach,5/19/1973,M,$10K - $30K,0,M,Partial High School,2/2/1990,Normal,Skilled Manual,N
8318,Thomas Martin,5430 Park Glen Ct.,USA,Chula Vista,12/6/1917,M,$90K - $110K,0,F,High School Degree,2/4/1993,Golden,Management,Y
8319,Leanne Ward,8380 Toyon Dr.,USA,Coronado,5/12/1952,S,$50K - $70K,4,F,Bachelors Degree,7/7/1991,Bronze,Professional,Y
8320,Rose Brumfiled,6966 Eaker Way,USA,San Carlos,5/2/1921,M,$10K - $30K,4,M,Partial High School,4/18/1992,Normal,Manual,Y
8321,Fred Breuner,2826 C Del Rio Ln.,USA,Oregon City,4/25/1914,S,$50K - $70K,1,M,Bachelors Degree,2/16/1993,Bronze,Professional,Y
8322,Mary Conyers,4322 Conifer Court,USA,Beaverton,1/20/1945,S,$50K - $70K,5,F,Bachelors Degree,11/23/1991,Bronze,Professional,Y
8323,Marillyn Cox,7780 Limeridge Dr.,USA,Glendale,11/19/1947,S,$50K - $70K,3,M,High School Degree,2/22/1993,Bronze,Manual,N
8324,Lana Kreutzer,2186 Claycord Ave.,USA,Grossmont,6/11/1927,S,$30K - $50K,1,F,High School Degree,1/6/1991,Silver,Skilled Manual,N
8325,Theresa Shawcroft,5898 Heritage Oaks,USA,Burien,9/17/1975,M,$30K - $50K,3,M,High School Degree,5/8/1991,Normal,Manual,Y
8326,Doris Aitkenhead,558 Levee Rd.,Mexico,Santa Anita,5/9/1941,M,$10K - $30K,1,F,Partial High School,11/19/1992,Normal,Skilled Manual,Y
8327,Karen Boles,7179 Golden Rain,USA,Issaquah,10/2/1910,M,$50K - $70K,2,F,Bachelors Degree,2/16/1991,Bronze,Professional,Y
8328,Roman Saller,4749 Blackwood Drive,Canada,N. Vancouver,10/23/1971,M,$30K - $50K,0,F,High School Degree,2/25/1992,Bronze,Skilled Manual,Y
8329,Carolyn Pilcher,1626 Green Valley Road,USA,Everett,4/2/1922,S,$70K - $90K,5,M,Bachelors Degree,11/27/1990,Bronze,Management,N
8330,Isabella Palumbo,9448 San Marino Ct.,USA,Lemon Grove,10/17/1964,S,$10K - $30K,2,M,Partial High School,2/5/1993,Normal,Skilled Manual,Y
8331,Donna Brooks,9234 Westbury Drive,USA,San Francisco,4/26/1924,S,$110K - $130K,4,F,Bachelors Degree,4/9/1993,Bronze,Management,Y
8332,Shelbi Switzer,7312 Alamo Court,Mexico,Guadalajara,7/11/1913,M,$30K - $50K,0,F,Partial College,7/18/1992,Bronze,Clerical,Y
8333,Sarah Estep,7352 Mt. Wilson Pl.,Canada,Sooke,3/16/1978,S,$90K - $110K,2,M,Partial High School,7/11/1990,Bronze,Management,Y
8334,Robert Blair,5684 Fitzuren,USA,W. Linn,9/13/1940,M,$10K - $30K,3,M,Partial High School,12/4/1991,Normal,Manual,N
8335,Eugene Stockton,8634 Mi Casa Court,USA,Long Beach,10/16/1937,M,$30K - $50K,0,F,High School Degree,1/4/1991,Bronze,Skilled Manual,N
8336,G. Scott Mercer,9875 W. Holly Dr.,USA,Tacoma,10/14/1949,M,$10K - $30K,4,M,Partial High School,6/13/1993,Normal,Skilled Manual,Y
8337,"M. Doyle Butler, Jr.",3080 Soto St.,Mexico,Santa Anita,8/18/1917,M,$30K - $50K,4,F,High School Degree,11/7/1992,Bronze,Skilled Manual,N
8338,Joaquin Stanley,4576 N Ranchford Court,Mexico,Tixapan,10/27/1968,S,$10K - $30K,2,M,Partial High School,9/22/1993,Normal,Skilled Manual,Y
8339,Andrew Bell,8034 Cancroft Road,Canada,Langley,8/7/1944,S,$10K - $30K,4,M,Partial High School,8/19/1993,Normal,Skilled Manual,N
8340,Edna Keane,6341 Darnett Circle,USA,Lakewood,11/23/1956,M,$130K - $150K,0,F,Graduate Degree,3/27/1993,Bronze,Professional,N
8341,Michael Dunlap,2710 Chinquapin Court,Canada,Victoria,11/27/1966,S,$30K - $50K,4,F,High School Degree,3/24/1993,Bronze,Manual,N
8342,Shay Kamp,7369 Mayhew Way,USA,La Mesa,3/16/1964,M,$70K - $90K,2,F,High School Degree,7/6/1991,Bronze,Professional,Y
8343,Janet Marshall,3992 C Kenwal Rd.,USA,Burien,7/17/1977,S,$10K - $30K,2,M,Partial High School,4/26/1992,Normal,Skilled Manual,Y
8344,Marjorie Burke,8905 Candlestick Dr.,USA,Novato,4/8/1930,M,$70K - $90K,1,F,Partial High School,4/20/1994,Silver,Management,N
8345,Harriet Gomez,8437 Holbrook Dr.,Mexico,Merida,6/11/1913,S,$30K - $50K,3,F,Partial High School,10/19/1994,Golden,Skilled Manual,Y
8346,Keith Parker,3605 Sinclair Ave.,Canada,Langley,10/7/1928,M,$70K - $90K,5,F,High School Degree,11/5/1991,Normal,Professional,Y
8347,Margie Bogaert,3391 Paso Del Rio Court,USA,Lemon Grove,10/3/1978,S,$70K - $90K,0,F,High School Degree,10/6/1993,Bronze,Professional,Y
8348,Beverly Vawter,1469 Babbe St.,USA,Imperial Beach,12/23/1942,S,$90K - $110K,1,M,Bachelors Degree,9/13/1994,Silver,Professional,N
8349,Deloy Adams,1509 Orangewood Ave.,USA,Colma,4/25/1968,M,$130K - $150K,2,F,High School Degree,9/13/1990,Bronze,Professional,Y
8350,Grace Carbiener,2496 Greendell Pl.,Mexico,San Andres,7/18/1919,S,$130K - $150K,3,F,Bachelors Degree,5/21/1990,Bronze,Professional,Y
8351,Gayle Capella,5446 N. Civic Dr.,USA,Spokane,4/21/1918,S,$70K - $90K,4,M,Graduate Degree,2/19/1992,Bronze,Professional,N
8352,Inger Cox,4032 Woodruff Ln.,Canada,Newton,12/16/1962,S,$30K - $50K,1,F,Partial College,2/10/1991,Bronze,Clerical,Y
8353,Esther White,7236 Tanager Circle,USA,San Jose,6/18/1962,M,$30K - $50K,0,F,High School Degree,7/13/1992,Bronze,Skilled Manual,Y
8354,James New,8731 Overhill Rd.,USA,Lincoln Acres,7/7/1917,S,$30K - $50K,2,F,High School Degree,9/14/1990,Bronze,Skilled Manual,N
8355,Jessica Kessler,4846 Colfax St.,Mexico,Hidalgo,3/12/1925,M,$70K - $90K,4,F,Bachelors Degree,8/20/1993,Golden,Management,N
8356,Timothy Berkley,6595 Trailview Circle,USA,Marysville,1/25/1969,S,$50K - $70K,3,F,Bachelors Degree,11/25/1991,Bronze,Management,N
8357,Judy Schmidt,2964 St. George Dr.,USA,Colma,9/26/1941,M,$50K - $70K,1,F,Partial College,7/19/1992,Bronze,Skilled Manual,Y
8358,Ruth Sands,7623 Cloudview Dr.,USA,W. Linn,11/23/1913,M,$70K - $90K,2,M,Graduate Degree,10/9/1993,Bronze,Management,N
8359,Sheila Tuck,4246 Selena Court,USA,Puyallup,1/22/1958,S,$50K - $70K,5,F,High School Degree,4/26/1992,Normal,Manual,N
8360,Cynthia McSwain,9159 Shepberry Court,USA,Bellflower,6/10/1943,S,$130K - $150K,4,M,Bachelors Degree,7/12/1993,Bronze,Professional,Y
8361,Brenda Tato,8691 Balhan Court,USA,Mill Valley,4/10/1958,S,$30K - $50K,1,M,Partial High School,9/8/1991,Silver,Skilled Manual,N
8362,Carroll Pressnitz,6514 Las Juntas Way,USA,Bellingham,5/4/1935,S,$70K - $90K,1,F,Bachelors Degree,6/19/1994,Silver,Professional,Y
8363,Michelle Casaus,6301 Park Lane Circle,Mexico,Hidalgo,4/8/1959,M,$70K - $90K,5,F,Graduate Degree,10/6/1992,Golden,Management,Y
8364,Kristen Kastner,1723 Richard Pl.,Mexico,Camacho,2/25/1955,M,$30K - $50K,4,F,Bachelors Degree,8/21/1992,Bronze,Professional,Y
8365,Reeda Cooper,4419 Euclid Ave.,USA,Redwood City,2/24/1944,S,$10K - $30K,3,F,Partial High School,5/19/1991,Normal,Manual,Y
8366,Pat Carey,2750 Alicante Court,USA,Lincoln Acres,2/14/1926,M,$30K - $50K,4,F,Partial College,8/24/1992,Golden,Management,Y
8367,Ted Yaniz,5700 Donald Ave.,USA,Albany,10/23/1929,M,$50K - $70K,4,M,Bachelors Degree,5/3/1992,Golden,Professional,Y
8368,Cameel Tieman,6942 Olivera Road,USA,Palo Alto,3/15/1935,M,$10K - $30K,0,M,Partial High School,10/5/1991,Normal,Manual,N
8369,Anne Tracey,3425 Sun Hill Lane,USA,Milwaukie,5/14/1967,S,$10K - $30K,2,F,High School Degree,12/5/1994,Normal,Manual,N
8370,Jake Brown,4921 Oakwood Circle,USA,Lake Oswego,7/8/1970,M,$110K - $130K,2,F,High School Degree,2/15/1994,Bronze,Management,N
8371,Harold Cohen,8379 Cincerto Circle,USA,Arcadia,2/22/1952,M,$50K - $70K,3,M,Bachelors Degree,5/6/1994,Golden,Management,Y
8372,Darrel Morris,2785 Terrace Dr.,USA,Imperial Beach,8/5/1958,S,$10K - $30K,0,M,Partial High School,8/19/1991,Normal,Skilled Manual,Y
8373,Marvin Wheeler,9152 Soto St.,USA,Albany,4/14/1974,S,$50K - $70K,3,F,Bachelors Degree,4/21/1990,Bronze,Professional,N
8374,Phillip Verhaeghe,1157 Chilpancingo Pk.,USA,Bremerton,11/24/1966,M,$50K - $70K,2,F,Bachelors Degree,11/25/1993,Bronze,Management,N
8375,Thelma Cook,435 Santa Barbara,Canada,N. Vancouver,12/5/1915,S,$30K - $50K,3,M,Partial College,5/24/1993,Bronze,Professional,Y
8376,Rosemary Salo,5348 Maryland Dr.,Canada,Langley,1/17/1932,M,$130K - $150K,5,F,High School Degree,9/9/1993,Golden,Professional,Y
8377,Hedeliza Suttich,2225 Ashford Court,USA,Bellingham,10/26/1921,M,$10K - $30K,5,F,Partial High School,7/3/1992,Normal,Manual,Y
8378,John Cooper,48 Lacanda Ct.,USA,National City,8/16/1930,M,$50K - $70K,1,M,Bachelors Degree,7/8/1993,Golden,Professional,Y
8379,Gordon Kostanick,9834 Hamlet,USA,Lake Oswego,3/17/1916,M,$50K - $70K,3,F,Bachelors Degree,10/4/1990,Bronze,Management,N
8380,Robert Hietbrink,7911 Keller Ridge Dr.,Mexico,Santa Anita,9/5/1944,S,$30K - $50K,2,M,High School Degree,5/16/1992,Bronze,Manual,N
8381,Mary Bottarini,7952 El Verano,Canada,Port Hammond,9/13/1977,S,$110K - $130K,5,F,Bachelors Degree,9/11/1992,Golden,Management,N
8382,Walter Yarrington,8939 Monzeneda Way,USA,Kirkland,5/27/1921,M,$10K - $30K,4,M,Partial High School,1/24/1992,Normal,Manual,Y
8383,Laurence Archer,9233 Del Rey St.,USA,San Carlos,9/6/1956,M,$10K - $30K,2,F,Partial High School,5/27/1990,Normal,Skilled Manual,N
8384,Jonathan Saeedi,475 Grant St.,USA,Everett,9/22/1924,M,$50K - $70K,2,M,Partial High School,10/27/1994,Silver,Skilled Manual,Y
